Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
1189,672,1005,665,1223,410,907,451,1092,847
1188,672,1004,665,1222,409,905,451,1092,846
1188,672,1004,664,1222,409,905,451,1092,845
1188,671,1003,665,1222,409,905,451,1091,845
1188,674,1003,666,1222,411,905,452,1091,847
1187,675,1003,668,1222,412,905,452,1091,848
1187,675,1003,668,1222,412,905,454,1092,849
1187,675,1003,670,1223,414,906,454,1092,850
1187,675,1003,668,1222,413,905,454,1092,848
1188,674,1003,667,1221,411,905,453,1092,848
1187,675,1004,667,1222,412,906,454,1092,848
1188,675,1005,667,1222,412,906,454,1092,848
1188,675,1005,666,1221,408,905,453,1092,847
1187,675,1005,666,1220,408,905,453,1092,848
1187,675,1004,667,1221,409,905,454,1092,848
1188,672,1004,666,1221,410,905,453,1092,848
1188,674,1004,666,1222,410,906,453,1092,848
1188,674,1004,666,1221,410,905,453,1092,848
1188,674,1004,666,1221,410,905,453,1092,848
1188,673,1004,666,1222,410,905,453,1092,848
1187,674,1003,666,1221,410,905,452,1092,849
1187,672,1003,666,1221,410,904,452,1091,849
1188,674,1003,665,1221,410,905,452,1091,847
1188,673,1003,665,1220,407,905,451,1092,846
1187,670,1003,665,1220,407,904,451,1091,847
1187,674,1003,666,1221,411,904,452,1092,848
1187,674,1003,667,1222,413,905,453,1092,849
1187,675,1003,667,1222,412,905,453,1092,850
1187,675,1003,668,1224,412,906,454,1092,851
1186,676,1003,670,1224,414,906,455,1092,854
1186,673,1003,668,1223,413,905,455,1092,851
1187,673,1003,666,1221,411,904,452,1092,847
1188,672,1004,666,1222,411,904,452,1093,848
1187,672,1004,666,1222,412,905,453,1093,848
1187,673,1003,666,1222,413,904,453,1092,849
1187,672,1003,666,1222,413,904,453,1092,848
1187,673,1004,666,1223,412,904,453,1093,848
1187,671,1004,666,1223,412,905,453,1091,847
1188,672,1004,666,1223,411,905,453,1091,847
1187,671,1004,666,1223,410,905,453,1092,844
1187,672,1003,667,1224,411,904,453,1091,843
1186,673,1003,668,1224,413,905,454,1090,844
1186,675,1002,669,1225,415,905,455,1089,845
1184,675,1002,670,1225,416,905,456,1089,847
1185,674,1002,671,1223,415,905,457,1089,848
1185,674,1002,669,1223,415,904,455,1090,847
1185,674,1002,668,1223,415,904,455,1088,847
1185,673,1003,668,1223,415,904,455,1090,845
1186,672,1003,667,1224,415,904,455,1092,842
1187,670,1003,666,1224,413,904,454,1091,840
1186,670,1003,666,1224,412,904,454,1091,840
1185,673,1002,668,1225,417,905,455,1089,843
1185,675,1003,670,1227,417,906,457,1090,844
1185,675,1003,670,1226,418,906,457,1089,844
1184,675,1002,670,1226,419,906,457,1088,845
1184,674,1002,670,1226,419,905,457,1088,845
1184,673,1002,669,1226,419,904,456,1089,845
1185,674,1003,669,1226,418,905,456,1090,844
1185,673,1003,668,1226,417,905,456,1091,842
1185,673,1003,667,1224,416,904,455,1091,841
1184,670,1003,667,1225,415,903,454,1089,841
1185,670,1003,667,1225,414,903,454,1090,841
1185,670,1003,666,1225,414,903,454,1090,840
1183,674,1002,668,1226,415,905,455,1089,842
1182,676,1002,671,1226,417,903,457,1087,845
1182,676,1002,671,1225,417,905,457,1087,845
1182,676,1002,671,1225,418,905,457,1087,845
1183,675,1002,669,1224,418,903,456,1087,843
1183,674,1002,669,1225,418,904,455,1089,843
1183,674,1002,668,1225,417,904,455,1089,844
1182,675,1002,668,1225,417,903,455,1088,844
1182,675,1002,668,1226,418,903,455,1088,844
1182,673,1002,667,1225,418,903,455,1089,842
1182,673,1002,667,1225,417,903,454,1090,842
1182,674,1002,667,1226,418,904,455,1090,844
1182,674,1002,667,1226,418,904,455,1089,843
1182,673,1002,667,1225,417,903,455,1089,843
1183,672,1002,667,1224,418,903,455,1089,842
1183,672,1002,666,1225,417,903,455,1089,841
1182,673,1002,667,1225,418,903,455,1089,842
1182,674,1002,669,1226,418,904,456,1088,844
1182,675,1002,670,1226,419,905,457,1089,845
1182,676,1002,671,1226,419,905,458,1089,847
1182,676,1003,671,1226,418,905,459,1090,847
1182,675,1003,670,1226,419,906,458,1089,845
1182,674,1002,668,1225,418,903,456,1089,845
1182,675,1002,669,1226,418,903,456,1089,845
1182,675,1002,668,1226,419,904,456,1089,845
1182,675,1002,668,1225,418,904,455,1089,844
1182,675,1002,668,1225,418,904,455,1089,844
1182,673,1002,668,1225,419,904,456,1089,844
1182,673,1002,668,1226,419,903,455,1089,844
1182,673,1002,668,1225,420,903,455,1090,845
1182,673,1002,668,1225,419,903,455,1089,844
1182,673,1002,668,1225,419,903,455,1089,844
1182,675,1002,669,1225,420,904,457,1088,846
1181,675,1002,671,1227,421,903,458,1089,847
1181,676,1002,672,1227,422,904,460,1090,847
1181,676,1002,672,1227,422,905,460,1090,848
1181,676,1002,672,1228,422,905,461,1090,847
1181,674,1003,670,1229,422,903,459,1089,846
1182,674,1003,669,1229,420,903,458,1090,846
