Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
1142,402,930,442,1206,244,817,288,1061,584
1121,450,910,483,1191,263,811,306,1032,638
1109,481,901,509,1189,281,815,314,1018,670
1096,513,889,535,1179,296,812,326,1001,705
1088,539,884,561,1171,312,806,341,991,736
1082,568,880,585,1164,325,801,355,988,767
1077,599,873,612,1161,340,796,370,981,803
1070,627,867,637,1153,356,794,380,974,834
1058,648,857,655,1145,368,786,395,958,851
1042,664,841,668,1135,383,781,406,937,865
1025,685,824,681,1124,406,776,419,919,886
1014,704,810,698,1117,416,767,428,906,904
1003,722,801,712,1107,425,756,436,895,922
996,723,791,718,1101,428,750,435,884,920
992,720,789,716,1097,432,745,438,883,918
985,722,780,718,1093,438,737,447,876,921
981,730,772,727,1088,452,728,456,871,934
974,738,765,738,1083,458,717,463,863,944
968,738,760,738,1078,457,710,461,859,944
963,733,754,731,1073,450,704,458,854,938
962,729,751,728,1075,449,703,458,851,932
952,727,742,726,1069,448,700,457,838,932
941,732,730,724,1064,454,697,456,823,936
922,745,715,729,1058,461,690,459,805,947
917,746,708,732,1055,461,684,458,795,948
908,741,700,725,1051,462,682,457,780,945
920,608,753,649,965,403,670,422,873,781
938,614,770,661,986,408,674,429,892,790
953,627,783,674,984,411,676,442,909,807
962,636,790,681,1000,419,681,447,915,819
973,639,801,685,1001,412,686,448,926,818
985,630,812,680,1010,398,696,449,935,809
994,630,817,683,1011,401,695,460,942,807
1002,636,825,693,1018,404,699,475,955,817
1010,644,834,703,1021,409,701,488,966,827
1020,645,844,703,1035,411,710,485,976,831
1029,641,852,703,1039,405,713,489,988,828
1036,635,857,696,1042,402,716,495,991,815
1044,621,863,687,1051,395,724,494,999,800
1046,609,863,675,1056,385,727,488,998,788
1051,601,866,666,1059,383,727,486,1004,779
1055,589,867,652,1071,379,729,475,1007,768
1057,582,870,644,1079,368,731,466,1008,765
1054,579,866,639,1079,362,733,458,1004,762
1044,579,855,640,1072,362,725,460,986,764
1031,585,841,644,1067,369,715,464,972,771
1022,585,829,644,1058,370,707,467,962,770
1017,581,822,639,1055,366,704,461,952,765
1013,581,819,635,1058,368,705,458,947,763
1019,576,823,630,1060,366,709,453,953,755
1020,571,826,627,1060,363,709,452,954,751
1021,571,826,626,1067,362,709,449,954,752
1020,573,823,625,1066,361,707,447,949,755
1019,570,821,620,1070,361,708,444,946,752
1019,572,819,614,1078,369,713,440,940,754
1015,571,817,614,1080,370,715,440,938,751
1011,567,811,610,1071,369,712,442,929,743
1006,557,804,594,1071,364,714,435,919,725
1001,540,799,578,1072,358,717,424,910,704
989,523,787,562,1068,348,709,414,895,687
985,514,781,552,1065,340,706,407,888,676
985,508,781,541,1072,336,710,396,884,669
985,505,780,538,1075,331,714,388,884,669
986,516,782,550,1074,334,708,394,889,684
990,527,785,562,1076,340,713,399,892,702
987,547,782,579,1074,353,712,407,886,725
982,569,779,592,1071,366,712,415,877,749
975,584,774,605,1072,384,717,424,869,762
969,598,767,618,1070,403,714,432,857,777
963,605,761,625,1059,403,706,438,855,784
964,610,765,629,1058,404,706,438,860,792
967,616,767,639,1058,405,706,439,861,804
962,625,764,645,1054,410,702,442,856,809
959,625,760,644,1054,416,704,442,852,805
951,625,751,642,1051,418,704,443,841,804
948,627,748,644,1049,422,702,445,836,809
947,631,747,647,1052,426,703,446,832,813
944,635,745,649,1047,426,699,452,830,817
939,641,739,652,1043,432,695,458,828,822
932,640,734,645,1040,434,693,457,817,815
916,623,719,621,1033,433,695,446,792,790
912,633,715,627,1036,446,695,447,785,798
910,635,713,634,1030,443,690,450,785,804
909,637,710,642,1026,446,683,453,786,807
909,635,710,640,1024,441,682,452,789,805
908,630,710,633,1025,438,683,449,785,799
908,628,710,629,1025,435,681,447,785,797
910,629,711,632,1026,434,682,448,787,797
