Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
1074,515,852,492,1172,348,811,286,957,663
1075,515,853,492,1176,351,814,286,957,661
1077,518,854,493,1177,350,816,287,958,664
1078,520,855,496,1177,352,815,286,958,667
1078,520,854,497,1176,351,815,286,958,667
1077,519,854,495,1175,352,814,286,958,667
1077,519,854,495,1175,351,815,286,958,666
1076,519,854,495,1176,352,815,286,958,664
1076,519,853,494,1176,351,815,287,957,665
1074,523,853,498,1176,351,815,286,955,671
1075,526,853,501,1176,352,814,288,956,674
1076,525,853,501,1176,352,814,288,957,672
1075,522,854,496,1176,351,814,286,957,668
1075,520,853,494,1175,349,813,287,955,666
1075,520,852,494,1175,349,813,286,955,666
1075,519,853,494,1175,350,814,286,956,666
1076,520,854,494,1177,350,815,286,958,666
1074,523,853,498,1178,351,814,287,955,670
1074,524,853,500,1177,352,815,287,955,671
1074,524,853,501,1177,351,814,288,956,671
1073,525,852,500,1174,350,813,288,953,672
1073,522,851,498,1174,350,812,287,951,671
1074,523,851,497,1174,350,811,287,952,670
1074,521,851,496,1173,349,811,286,954,668
1074,520,852,495,1174,348,812,286,955,667
1074,519,853,494,1175,348,812,286,956,665
1074,519,853,495,1176,347,813,286,956,667
1073,523,852,499,1177,350,812,287,956,672
1075,527,853,502,1176,350,813,288,956,675
1075,527,853,504,1176,351,813,288,956,676
1074,526,852,501,1174,351,812,288,954,675
1074,524,853,499,1173,350,811,287,954,673
1074,524,852,499,1173,350,810,288,954,672
1074,523,852,497,1174,349,810,288,952,671
1073,521,851,495,1173,349,810,288,952,668
1073,519,852,494,1176,348,810,288,952,666
1073,521,851,495,1175,350,810,287,951,666
1073,522,851,496,1175,350,810,288,952,668
1072,526,850,503,1172,352,806,293,952,676
1070,528,847,503,1171,353,806,293,950,679
1070,530,846,505,1171,354,807,293,950,682
1070,531,847,508,1171,355,805,297,950,682
1071,527,849,500,1172,354,806,295,949,673
1070,520,848,493,1175,352,809,289,946,662
1071,519,850,491,1177,352,810,289,945,660
1071,520,851,491,1177,353,810,289,946,660
1070,523,848,494,1177,354,809,290,946,667
1068,524,845,496,1175,354,806,295,943,670
1065,523,842,497,1174,353,804,294,941,671
1066,524,842,497,1174,354,803,295,940,669
1064,522,841,490,1176,354,807,292,936,658
1061,518,840,482,1177,358,813,286,930,651
1056,515,834,479,1176,360,810,286,925,644
1052,502,828,465,1174,359,801,289,915,619
1044,484,823,446,1173,358,798,280,905,594
1038,458,819,421,1168,348,791,275,895,551
1023,446,805,407,1159,335,788,264,873,542
1010,473,792,431,1151,349,786,272,857,584
995,503,778,462,1147,364,782,284,843,625
984,524,767,479,1139,375,779,295,829,649
973,535,761,483,1138,386,779,296,809,648
971,520,757,467,1139,386,780,293,802,630
970,507,756,453,1139,379,780,280,799,613
970,499,754,443,1139,375,779,276,793,599
968,473,757,421,1141,369,779,266,793,566
917,683,753,679,997,447,774,361,847,845
927,680,763,675,1011,448,778,365,852,842
944,677,774,676,1028,453,780,376,866,847
951,674,779,674,1030,447,777,384,872,841
959,662,788,662,1039,432,786,376,878,833
977,658,805,662,1055,426,796,370,908,828
1019,650,851,674,1075,413,797,375,966,819
1061,636,887,670,1098,402,814,379,1002,817
1086,645,911,688,1108,403,824,392,1025,835
1095,657,920,699,1115,412,835,399,1034,846
1106,657,932,702,1126,412,846,400,1048,845
1120,656,945,703,1130,410,850,405,1063,844
1134,658,963,707,1136,410,856,414,1082,843
1151,658,978,713,1149,413,869,420,1100,847
1154,662,980,712,1155,415,876,417,1101,852
1161,667,989,719,1158,418,880,422,1108,862
1170,672,995,720,1163,419,884,428,1117,858
1182,663,1007,712,1174,417,888,430,1129,848
1199,654,1021,703,1187,408,898,424,1147,836
1212,638,1037,692,1191,402,905,423,1167,825
1222,632,1047,683,1202,396,916,416,1175,821
1230,629,1055,680,1208,392,920,413,1189,815
1231,618,1060,678,1208,386,920,416,1196,812
1238,617,1064,668,1208,383,922,415,1201,802
1245,605,1068,656,1209,379,924,414,1210,786
1252,599,1077,649,1215,379,928,415,1221,778
1257,596,1086,650,1219,380,931,421,1232,781
1262,603,1091,659,1219,381,931,430,1241,786
1263,616,1090,671,1226,386,934,435,1234,805
1261,635,1081,685,1234,395,939,436,1220,827
1265,644,1083,696,1239,403,941,442,1222,840
1268,652,1086,704,1245,409,948,447,1221,850
1268,653,1086,703,1247,414,948,450,1222,844
1269,645,1085,697,1246,413,947,449,1224,838
1269,643,1086,694,1247,410,948,444,1222,835
1270,644,1084,696,1248,411,948,442,1222,838
1270,647,1085,697,1251,412,948,443,1223,839
1273,648,1088,695,1255,412,952,441,1224,840
1273,648,1088,695,1257,412,953,442,1224,841
1273,649,1089,696,1257,413,953,442,1225,840
1275,648,1091,696,1259,412,954,442,1227,840
1273,648,1089,699,1259,414,954,444,1225,842
1272,648,1086,700,1259,414,953,444,1223,843
1271,647,1088,699,1260,413,954,444,1222,845
1272,650,1087,702,1260,414,955,446,1220,847
1271,653,1087,702,1259,415,954,447,1219,849
1273,652,1089,702,1261,416,956,447,1220,849
1274,653,1090,702,1264,417,958,447,1221,849
1273,654,1089,702,1264,417,958,447,1220,849
1271,651,1089,702,1262,417,955,446,1221,847
1272,649,1089,699,1263,415,955,445,1223,844
1272,648,1089,698,1263,415,955,445,1224,844
1271,650,1087,699,1263,415,955,445,1222,845
1270,652,1085,700,1262,416,954,445,1218,846
1268,652,1085,701,1260,416,953,445,1216,848
1269,653,1086,701,1260,416,953,445,1217,850
1270,656,1086,702,1263,417,954,446,1217,852
1271,656,1087,702,1264,418,956,446,1217,852
1271,653,1088,703,1265,418,956,446,1218,852
1271,655,1088,703,1265,419,957,448,1219,853
1271,656,1088,703,1266,419,957,447,1219,852
1272,653,1088,703,1266,419,958,447,1219,852
1272,655,1089,703,1266,420,958,447,1219,852
1271,657,1087,703,1266,419,957,447,1218,851
1271,657,1087,702,1265,419,957,446,1217,852
1271,658,1086,703,1266,420,958,446,1217,853
1272,659,1085,703,1266,420,957,446,1215,853
1270,655,1085,703,1264,419,955,446,1215,853
1270,655,1085,703,1264,419,953,446,1215,854
1271,660,1085,705,1266,421,951,446,1217,856
1271,656,1085,705,1267,422,952,445,1218,856
1271,657,1086,705,1265,418,953,444,1219,855
1270,656,1085,705,1260,415,952,443,1217,855
1271,656,1085,704,1256,415,952,442,1216,854
1271,657,1086,703,1254,414,956,440,1216,852
1272,657,1086,704,1254,414,958,440,1217,853
1272,661,1085,705,1251,414,957,439,1215,855
1272,660,1085,705,1249,414,958,440,1216,854
1272,662,1085,706,1250,414,958,440,1215,856
1272,662,1085,706,1250,414,959,440,1217,857
1273,660,1087,706,1249,414,960,440,1219,857
1272,658,1088,706,1253,416,961,441,1219,858
1273,658,1089,706,1253,416,962,441,1220,856
1273,656,1090,704,1253,415,962,440,1219,853
1272,656,1089,704,1250,414,960,440,1218,853
1272,659,1086,706,1252,415,960,441,1217,856
1272,660,1086,706,1251,416,960,441,1216,856
1272,661,1086,706,1250,415,962,440,1216,858
1272,663,1087,707,1253,418,963,441,1218,861
1274,668,1088,709,1254,421,966,443,1216,865
1274,668,1089,711,1259,423,970,443,1216,869
1273,670,1087,711,1258,423,968,447,1215,866
1273,668,1086,707,1259,424,968,447,1214,859
1274,660,1088,704,1260,424,968,448,1218,856
1274,659,1089,702,1263,424,968,445,1219,854
1276,662,1090,704,1265,424,970,446,1219,856
1274,666,1087,706,1262,425,969,447,1217,858
1273,661,1087,704,1261,424,968,445,1216,858
1274,662,1088,705,1264,425,968,444,1216,859
1275,667,1088,705,1264,424,970,444,1216,859
1275,667,1088,705,1264,425,969,443,1216,859
1274,661,1088,704,1262,424,968,443,1217,858
1275,662,1090,703,1261,423,969,442,1218,856
1277,661,1090,703,1262,422,970,441,1219,856
1277,661,1090,703,1261,422,971,442,1219,856
1276,662,1090,703,1260,422,972,441,1217,857
1275,664,1087,704,1258,421,969,442,1214,859
1273,663,1086,703,1253,422,968,441,1214,858
1273,659,1089,702,1254,421,968,440,1216,856
1274,660,1091,703,1257,421,970,441,1218,858
1275,662,1091,704,1258,422,970,442,1218,859
1276,661,1090,703,1259,423,970,442,1218,857
1276,659,1090,702,1260,422,970,441,1218,854
1273,657,1088,701,1257,421,968,440,1214,853
1272,657,1086,701,1257,422,966,439,1216,853
1272,658,1086,701,1257,422,966,440,1216,853
1272,661,1086,701,1254,422,966,440,1214,854
1270,658,1086,702,1252,422,964,441,1214,855
1272,662,1087,702,1255,422,967,441,1215,857
1274,661,1087,704,1258,423,969,443,1216,859
1277,665,1090,704,1261,424,970,444,1219,860
1277,664,1090,704,1261,423,970,444,1219,861
1274,662,1088,705,1261,424,969,445,1219,859
1273,662,1088,704,1260,422,968,444,1218,859
1274,662,1088,704,1260,423,968,444,1218,859
1276,666,1089,704,1262,423,969,443,1218,859
1275,670,1086,706,1261,424,968,444,1214,863
1185,698,1005,703,1245,426,931,433,1092,877
1154,703,962,708,1209,433,905,430,1057,883
1138,703,943,711,1195,438,896,431,1047,886
1125,700,931,705,1181,444,885,441,1029,878
1105,693,913,690,1177,439,882,425,1009,870
1083,695,892,686,1168,435,868,419,983,870
1066,704,876,690,1158,446,861,421,961,874
1039,712,855,689,1144,455,850,427,927,874
1019,710,837,688,1133,457,839,424,911,874
992,701,824,674,1123,447,837,409,887,855
959,691,806,658,1109,452,836,390,852,838
909,629,743,618,1025,385,781,336,823,791
929,636,758,627,1039,390,779,348,841,802
947,641,772,629,1045,389,776,352,858,808
959,642,782,634,1051,389,775,359,869,810
959,644,780,641,1043,389,763,368,870,813
966,650,784,645,1043,392,764,373,876,815
971,647,786,644,1048,398,769,376,879,810
976,640,790,640,1046,398,768,382,883,804
982,639,795,639,1050,393,769,382,888,805
985,641,799,640,1054,392,774,382,891,807
984,639,798,638,1052,390,774,382,889,806
981,641,794,638,1048,388,771,384,884,806
978,640,792,636,1047,391,772,382,879,801
975,630,787,624,1047,394,772,380,874,789
971,615,785,609,1046,389,773,374,869,773
973,610,784,600,1045,384,780,366,870,769
973,611,785,600,1046,382,782,361,870,772
969,618,782,609,1047,384,778,361,866,781
970,621,785,614,1047,385,778,363,868,784
971,620,784,614,1048,383,780,363,868,781
969,619,784,613,1046,384,780,362,868,782
