Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
1234,657,1071,647,1251,369,1015,412,1137,808
1225,666,1058,654,1248,379,1006,420,1127,816
1214,671,1045,655,1245,391,997,422,1112,820
1201,682,1031,662,1243,403,987,426,1094,826
1185,695,1013,670,1244,417,979,436,1075,837
1175,701,1000,679,1238,430,964,440,1067,848
1171,692,997,679,1227,426,947,443,1071,844
1170,686,992,674,1221,423,943,435,1068,840
1166,686,985,675,1219,432,937,439,1062,836
1162,682,979,669,1217,435,931,443,1061,830
1159,678,976,666,1213,437,923,444,1060,830
1159,683,973,674,1214,444,920,446,1059,841
1160,683,972,678,1212,445,912,449,1063,843
1164,680,973,674,1212,444,908,447,1068,835
1165,672,970,662,1216,449,912,443,1066,820
1163,665,966,652,1219,450,912,433,1064,814
1165,661,966,651,1221,447,907,430,1067,817
1173,658,973,651,1227,439,909,426,1075,821
1175,655,974,646,1234,435,913,419,1076,817
1181,650,976,637,1238,432,912,416,1079,805
1186,639,981,625,1248,433,921,409,1087,790
1196,625,987,611,1249,424,920,404,1094,774
1205,613,995,601,1257,416,926,393,1107,767
1210,608,1002,595,1266,409,931,382,1114,766
1215,603,1004,587,1273,402,937,373,1111,759
1210,591,1000,574,1273,394,933,362,1107,746
1204,585,990,564,1275,392,933,352,1094,736
1193,572,977,555,1267,381,921,343,1081,726
1185,565,969,542,1262,373,915,330,1076,715
1186,555,968,533,1261,368,912,322,1076,706
1181,544,964,523,1257,364,907,318,1074,696
1179,544,962,521,1253,364,901,317,1072,694
1177,552,958,533,1249,363,895,323,1070,711
1178,581,960,558,1259,379,901,331,1065,748
1178,595,965,568,1268,394,908,332,1065,764
1178,602,961,581,1267,397,907,339,1066,774
1178,602,960,587,1258,397,890,352,1070,777
1179,604,964,586,1271,411,894,349,1074,774
1193,598,971,580,1277,412,899,352,1088,759
1198,571,974,557,1281,401,892,352,1096,728
1206,537,979,520,1290,371,891,326,1108,695
1209,521,982,503,1290,361,889,309,1111,671
1218,788,1003,782,1309,459,911,433,1103,999
1220,799,1006,796,1313,466,919,436,1106,1003
1233,806,1022,810,1325,482,925,451,1127,1012
1241,806,1028,816,1325,482,924,456,1140,1014
1244,811,1032,821,1327,486,931,461,1140,1017
1244,810,1032,819,1329,488,930,461,1141,1016
1244,804,1031,815,1327,478,925,457,1140,1012
1243,802,1029,812,1326,476,922,456,1139,1012
1243,803,1029,812,1327,478,922,456,1137,1013
1242,801,1028,811,1325,479,918,456,1135,1012
