Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
894,672,726,697,944,406,662,392,841,848
903,679,731,704,956,410,669,398,847,854
920,677,749,698,979,402,679,394,856,857
927,674,756,699,984,397,680,396,865,854
946,664,770,696,995,386,679,400,888,847
950,664,774,694,999,385,681,401,891,849
946,668,771,698,1000,389,682,401,885,853
945,671,770,697,1001,391,685,401,884,855
943,672,769,699,1000,390,686,400,882,855
941,671,766,698,999,390,686,399,882,854
940,671,766,697,998,389,686,399,882,854
939,671,765,697,997,389,685,399,879,853
938,670,765,697,994,388,685,398,877,853
967,672,797,716,998,398,681,420,924,853
989,672,821,730,1000,395,682,432,951,851
1009,666,839,720,1009,389,686,433,971,844
1031,651,866,710,1024,376,698,422,995,831
1053,649,890,715,1034,370,704,430,1016,834
1066,659,902,726,1042,380,714,441,1027,843
1082,667,915,734,1059,387,731,444,1046,850
1097,667,933,734,1080,393,749,447,1054,855
1107,660,941,722,1092,388,759,443,1064,848
1115,657,948,722,1099,380,763,444,1072,851
1121,663,953,727,1108,383,770,449,1076,859
1130,671,957,730,1120,389,780,452,1079,866
1139,671,966,730,1131,392,791,451,1087,871
1147,677,972,733,1141,391,798,451,1095,879
1157,675,980,729,1151,386,805,452,1101,875
1169,670,990,724,1156,377,810,450,1114,872
1178,665,999,718,1177,373,819,446,1124,870
1184,663,1002,715,1180,371,821,450,1127,868
1189,661,1004,710,1183,367,826,448,1130,863
1189,665,1005,715,1185,368,828,449,1128,872
1191,676,1006,727,1184,377,829,455,1131,883
1196,681,1009,730,1190,382,836,456,1130,888
1201,691,1013,735,1200,395,849,457,1134,898
1207,695,1016,736,1210,402,858,463,1137,902
1208,692,1016,733,1213,402,858,462,1139,898
1210,690,1017,729,1216,402,858,461,1140,895
1210,693,1015,731,1218,405,858,464,1139,903
1210,705,1012,738,1222,410,860,465,1134,910
1209,706,1013,741,1223,412,861,465,1134,913
1209,704,1013,738,1223,410,862,462,1133,910
1207,700,1012,736,1222,405,860,460,1133,908
1205,699,1011,735,1219,406,858,460,1131,908
1203,700,1010,737,1218,405,856,461,1130,908
1203,700,1009,738,1216,405,854,462,1128,908
1203,700,1009,738,1215,405,854,463,1129,907
1203,701,1010,738,1216,405,855,463,1131,907
1205,701,1010,735,1216,405,857,463,1131,906
1203,698,1010,735,1216,404,856,462,1129,907
1203,699,1009,736,1215,404,855,462,1128,907
1203,699,1009,736,1215,403,855,462,1128,907
1203,699,1010,735,1215,403,855,463,1127,906
1203,698,1009,733,1216,402,856,461,1126,905
1202,697,1008,733,1215,401,856,460,1125,905
1201,697,1006,733,1212,400,854,459,1125,904
1200,698,1006,733,1212,401,854,460,1124,904
1201,698,1006,733,1212,400,853,461,1126,904
1203,697,1007,732,1214,400,855,460,1127,903
1203,697,1008,730,1214,400,856,460,1128,903
1202,698,1009,731,1214,400,856,461,1129,903
1202,699,1008,732,1215,400,856,461,1128,904
1202,697,1008,732,1215,400,856,460,1126,904
1201,697,1006,733,1215,400,856,459,1123,903
1198,698,1004,734,1214,401,855,460,1122,905
1199,699,1004,735,1210,399,853,461,1122,906
1201,698,1007,733,1209,396,856,457,1126,904
1202,696,1008,729,1208,395,858,454,1128,902
1203,697,1008,729,1205,392,860,453,1127,902
1203,697,1008,732,1206,393,861,453,1126,904
1203,697,1007,732,1205,393,862,453,1126,904
1203,697,1007,732,1205,393,862,452,1125,904
1201,697,1006,732,1205,393,862,452,1124,903
1199,699,1003,733,1205,394,862,452,1121,902
1196,698,1000,733,1204,395,861,452,1120,902
1196,699,1000,733,1203,395,860,452,1119,904
1197,699,1001,734,1204,397,861,453,1121,904
1198,699,1003,734,1205,395,862,453,1122,905
1200,700,1004,734,1204,394,862,454,1123,904
1199,699,1004,735,1204,396,862,453,1123,904
1198,700,1004,736,1202,395,862,453,1122,906
1200,699,1004,734,1200,394,862,453,1124,905
1199,699,1003,734,1200,393,862,452,1122,904
1198,699,1003,735,1200,393,861,452,1123,904
1198,700,1003,735,1199,393,862,452,1123,905
1198,700,1003,735,1197,391,861,452,1123,905
1198,700,1003,735,1196,391,862,453,1123,904
1198,700,1003,735,1197,390,861,452,1123,904
1197,699,1002,735,1196,390,861,452,1122,905
1197,699,1001,735,1196,391,861,452,1122,905
1197,699,1001,734,1194,390,860,452,1123,904
1198,700,1002,734,1194,389,861,452,1123,904
1197,699,1001,734,1194,389,861,452,1122,905
1196,699,999,734,1193,389,860,452,1119,905
1194,700,998,735,1191,390,859,451,1118,906
1190,697,994,734,1189,394,860,450,1113,901
1173,688,977,722,1199,412,837,464,1100,887
1167,677,968,708,1201,425,822,476,1093,871
1166,673,966,707,1199,433,811,494,1094,871
1168,688,964,719,1206,454,809,506,1091,887
1172,704,968,734,1214,465,811,519,1094,904
1179,718,971,749,1225,472,810,530,1096,922
1183,728,973,754,1236,476,817,526,1095,931
1185,730,974,754,1242,479,820,524,1097,933
1188,723,977,746,1243,476,818,522,1098,926
1189,717,976,739,1244,470,819,515,1099,920
1190,713,977,738,1243,463,818,511,1101,919
1190,714,978,740,1240,459,819,509,1102,920
1190,715,980,740,1228,444,817,507,1103,922
1192,714,984,742,1226,440,818,504,1107,924
1190,718,982,744,1235,450,817,507,1103,926
1184,720,976,746,1233,453,813,509,1097,929
1185,723,975,747,1232,457,811,511,1099,929
1184,722,975,747,1232,458,810,514,1097,929
1182,721,972,745,1229,456,810,512,1094,926
1180,721,971,745,1226,455,807,512,1092,926
1180,723,970,747,1227,456,807,512,1092,927
1181,722,972,747,1228,455,809,512,1093,928
1182,722,973,746,1231,455,811,511,1094,927
1182,721,974,745,1231,454,811,511,1094,927
1182,721,973,744,1225,448,810,510,1094,926
1181,720,973,744,1222,446,810,510,1094,927
1182,721,973,745,1224,448,810,510,1093,927
1183,720,973,745,1227,450,810,510,1094,927
1182,720,973,745,1226,448,810,510,1095,928
1182,721,974,746,1215,441,810,510,1094,930
1181,722,973,747,1215,440,809,511,1096,931
1182,723,973,748,1214,439,810,511,1096,932
1183,723,974,749,1214,440,812,510,1096,933
1183,724,974,749,1218,443,814,510,1096,932
1184,724,974,748,1218,442,814,510,1096,932
1183,723,974,749,1217,442,814,510,1096,933
1182,723,974,749,1217,442,814,510,1096,933
1182,724,973,750,1217,443,816,509,1096,934
1182,724,974,750,1218,443,816,509,1097,934
1182,724,974,751,1222,445,816,509,1097,935
1182,725,974,751,1224,447,815,509,1097,935
1183,724,976,750,1223,446,817,509,1097,934
1184,725,976,749,1222,443,816,509,1098,933
1185,724,976,748,1221,442,816,508,1097,933
1184,724,976,748,1221,442,816,509,1097,934
1183,725,974,749,1221,444,815,509,1096,934
1183,724,974,749,1221,443,815,509,1096,934
1183,725,974,749,1221,442,815,509,1097,934
1182,724,973,749,1220,441,813,509,1097,934
1181,724,973,749,1221,441,814,508,1096,934
1180,724,971,749,1219,442,812,508,1095,934
1180,725,971,750,1219,442,811,509,1094,937
1181,725,972,751,1221,443,812,509,1096,937
1182,724,973,750,1217,440,814,509,1097,935
1182,722,975,749,1209,433,820,502,1097,934
1182,722,974,749,1208,432,820,500,1097,934
1182,722,974,749,1206,428,823,496,1097,934
1183,723,974,749,1202,426,825,495,1097,934
1183,722,975,748,1198,423,825,495,1098,933
1183,723,976,748,1199,424,826,493,1099,934
1184,724,977,750,1197,423,824,496,1100,935
1185,725,977,751,1197,422,824,499,1101,936
1185,725,977,751,1196,422,824,499,1100,936
1184,725,977,751,1195,420,823,499,1100,936
1184,726,974,752,1195,418,823,499,1099,937
1184,726,974,753,1195,420,823,499,1099,938
1183,727,974,753,1194,420,823,499,1098,939
1183,727,974,753,1195,419,824,499,1098,939
1184,727,975,754,1193,420,823,500,1099,938
1184,728,975,754,1194,419,823,500,1099,939
1184,728,974,754,1193,419,823,500,1098,939
1183,727,974,753,1192,419,824,500,1098,938
1183,726,974,752,1193,418,822,499,1098,938
1183,726,973,752,1192,417,822,499,1097,938
1182,728,973,752,1192,418,822,499,1097,938
1183,726,973,752,1193,417,823,498,1097,938
1182,727,972,751,1194,418,823,498,1097,938
1182,726,973,751,1194,418,823,498,1096,938
1181,726,973,751,1194,417,823,498,1097,937
1180,727,972,751,1183,418,827,490,1097,938
1179,728,971,752,1188,424,829,485,1095,939
1180,724,972,748,1187,422,836,477,1096,933
1180,723,971,747,1195,422,844,467,1095,933
1179,727,970,749,1203,432,851,460,1093,936
1178,727,970,749,1206,437,853,459,1093,936
1179,727,970,750,1217,443,853,460,1092,939
1179,732,970,755,1226,451,855,464,1092,943
1179,732,971,755,1229,451,857,464,1094,942
1180,732,971,753,1228,450,856,466,1095,941
1180,731,971,754,1227,449,853,469,1094,942
1179,731,969,755,1226,450,853,471,1092,944
1180,732,969,756,1223,452,852,472,1092,944
1179,733,969,756,1220,452,852,472,1092,944
1179,733,969,756,1221,453,852,472,1090,945
1179,735,969,758,1223,454,852,473,1090,946
1178,734,968,758,1223,454,852,473,1090,945
1177,735,968,758,1220,454,850,472,1089,946
1177,736,966,758,1215,454,851,473,1089,946
1177,737,968,759,1217,455,852,473,1089,948
1178,738,968,759,1217,453,853,473,1090,946
1178,735,968,758,1217,453,853,473,1089,945
1177,736,967,757,1216,453,851,473,1089,945
1178,737,968,757,1217,452,852,473,1091,946
1179,735,969,758,1217,453,853,475,1092,946
1179,735,969,759,1219,453,853,475,1091,947
1178,737,968,758,1216,452,851,475,1089,946
1178,737,968,758,1217,453,851,475,1090,946
1178,736,969,758,1217,453,851,475,1091,946
1179,737,969,758,1217,453,851,476,1091,946
1178,737,969,759,1217,454,851,477,1091,947
1179,738,969,759,1216,454,851,477,1091,947
1179,737,969,759,1217,454,851,477,1090,947
1178,737,969,759,1216,454,851,476,1089,947
1177,738,968,759,1215,454,850,476,1088,947
1178,737,968,759,1215,454,851,476,1088,948
1179,738,969,760,1215,454,851,477,1090,948
1179,738,970,760,1217,454,851,478,1090,948
1178,737,969,759,1215,453,851,477,1091,946
1178,737,969,759,1213,452,851,477,1090,947
1179,737,969,759,1215,453,851,477,1091,947
1179,735,969,759,1216,452,852,477,1091,948
1180,735,971,759,1217,452,852,477,1093,947
1180,734,971,759,1216,452,852,476,1093,946
1180,735,971,759,1213,450,852,477,1093,947
1179,736,970,759,1212,450,851,476,1092,947
1179,735,969,759,1211,449,850,477,1092,947
1179,735,968,759,1210,449,850,476,1091,947
1178,736,968,758,1210,449,850,476,1090,947
1177,738,967,759,1209,448,849,475,1088,947
1177,738,967,759,1208,448,849,475,1089,947
1178,738,967,760,1208,448,850,476,1090,948
1179,736,969,760,1210,448,851,476,1091,947
1179,735,969,758,1209,447,851,476,1091,946
1178,735,968,758,1208,447,850,476,1091,946
1178,735,968,758,1207,446,850,476,1091,947
1178,735,968,758,1207,446,850,476,1091,947
1179,734,970,759,1207,444,851,476,1092,947
1179,733,970,759,1206,441,851,476,1092,946
1179,734,969,759,1206,441,850,477,1092,947
1179,736,968,760,1207,445,850,478,1092,948
1179,736,969,760,1207,446,850,478,1092,948
1178,737,969,759,1207,446,849,478,1091,947
1178,737,968,759,1207,445,849,478,1091,948
1178,736,967,761,1207,448,849,478,1090,948
1178,737,968,761,1207,447,849,478,1091,949
1179,737,969,760,1208,447,849,478,1092,948
1179,737,969,760,1209,446,849,478,1092,948
1179,737,969,759,1208,447,849,478,1092,947
1178,737,968,759,1208,446,848,478,1091,948
1178,735,969,759,1208,447,849,478,1092,947
1179,734,969,759,1209,447,849,478,1092,947
1179,734,969,759,1209,447,849,477,1092,947
1179,736,969,759,1208,446,849,478,1092,947
1179,737,969,760,1208,447,849,479,1093,948
1179,738,969,760,1208,446,849,479,1092,948
1179,737,968,761,1208,447,848,479,1091,948
1178,738,968,761,1208,448,848,479,1091,948
1177,737,968,760,1207,448,847,479,1090,948
1177,738,968,762,1206,449,848,479,1091,948
1179,738,970,761,1208,447,849,480,1091,949
1180,737,971,760,1209,447,851,479,1092,949
1180,737,971,760,1207,444,851,480,1092,949
1180,738,970,760,1208,447,850,479,1091,948
1180,738,970,760,1209,448,850,480,1092,949
1181,739,971,762,1211,448,850,481,1093,950
1181,739,972,762,1211,446,851,481,1094,949
1181,738,972,761,1210,448,851,480,1094,948
1180,738,970,761,1209,448,850,479,1092,949
1179,739,969,763,1209,450,849,481,1091,950
1179,738,968,763,1209,448,848,481,1091,951
1178,738,968,763,1208,449,848,480,1090,951
1177,739,967,763,1207,450,847,480,1088,951
1177,739,967,763,1207,450,848,480,1088,951
