Reyex,Reyey,Leyex,Leyey,Rearx,Reary,Learx,Leary,nosex,nosey
1102,620,926,594,1176,337,874,333,984,785
1100,618,921,595,1171,337,866,335,985,782
1102,617,926,591,1167,329,868,328,986,783
1105,617,928,593,1165,330,865,333,994,783
1105,618,927,596,1163,334,864,335,994,786
1105,618,924,596,1160,334,863,334,992,787
1107,618,926,598,1158,333,861,335,996,790
1109,621,928,601,1158,333,859,342,999,790
1112,618,932,601,1158,329,862,341,1007,790
1120,615,941,605,1158,328,860,342,1015,795
1123,614,943,603,1158,328,862,343,1018,792
1123,614,943,603,1156,329,864,344,1020,791
1122,614,942,603,1155,330,863,344,1022,790
1123,614,943,605,1153,329,860,349,1022,791
1122,616,942,607,1153,329,858,352,1022,793
1122,616,942,607,1154,329,859,352,1023,793
1122,615,942,607,1153,327,857,351,1022,792
1122,615,942,607,1153,327,856,352,1023,794
1122,615,942,607,1153,327,855,353,1023,794
1122,615,942,607,1152,327,855,352,1023,794
1122,616,942,607,1152,327,856,352,1023,794
1123,612,943,606,1151,327,855,352,1025,794
1123,611,943,606,1151,327,855,352,1025,794
1123,611,942,607,1151,326,855,354,1025,794
1123,614,943,609,1151,327,856,355,1026,795
1124,613,944,609,1152,326,856,355,1027,796
1125,613,945,608,1152,326,856,354,1028,795
1124,612,945,608,1152,326,854,355,1029,796
1125,615,945,610,1153,328,855,358,1029,798
1125,615,944,610,1153,329,855,358,1029,798
1124,613,943,609,1152,328,853,358,1028,798
1124,614,943,610,1152,327,854,357,1028,798
1124,612,943,609,1151,327,852,356,1025,796
1123,612,941,609,1150,327,851,358,1026,796
1123,613,941,608,1150,327,850,357,1026,795
1124,613,943,609,1151,327,853,357,1026,795
1124,612,943,610,1151,326,853,359,1027,796
1124,612,943,609,1151,326,852,358,1026,795
1125,615,943,610,1152,327,855,357,1027,796
1124,614,942,610,1152,327,854,359,1026,796
1124,612,942,609,1151,326,853,358,1025,796
1124,611,942,610,1151,327,853,359,1025,796
1123,611,940,610,1149,326,851,359,1025,795
1122,608,940,608,1148,326,848,357,1025,793
1122,609,940,609,1148,326,849,357,1025,794
1123,610,940,609,1149,326,849,358,1026,794
1123,611,941,609,1149,326,849,358,1026,794
1124,610,942,610,1150,326,850,359,1027,794
1124,610,941,610,1150,326,850,358,1026,795
1124,612,941,610,1150,327,850,359,1027,797
1123,612,941,611,1150,327,851,360,1026,797
1123,613,941,610,1150,327,850,359,1026,797
1124,613,941,610,1149,327,849,359,1025,796
1124,614,941,610,1149,326,848,358,1026,797
1123,611,940,610,1148,327,848,358,1025,796
1123,612,940,610,1147,326,848,358,1025,796
1123,611,940,609,1147,326,847,358,1025,795
1123,611,939,609,1146,326,847,357,1025,795
1123,612,940,610,1148,326,848,358,1025,796
1123,613,941,610,1149,326,849,358,1026,797
1123,614,942,610,1150,325,850,358,1028,797
1124,612,942,610,1150,326,850,358,1027,797
1123,613,941,610,1150,326,849,358,1026,797
1123,612,941,610,1149,327,848,356,1027,797
1124,612,942,610,1148,326,848,352,1028,797
1123,613,942,610,1148,327,849,347,1028,797
1123,612,941,610,1146,326,851,347,1027,796
1123,611,941,610,1146,326,852,346,1028,795
1124,609,941,609,1145,324,852,344,1028,793
1124,610,940,610,1146,325,853,345,1027,794
1124,612,941,610,1147,325,853,345,1028,795
1124,612,941,609,1148,325,855,343,1028,794
1123,613,941,609,1148,325,855,344,1027,795
1123,611,940,610,1147,325,854,344,1025,795
1123,611,939,610,1147,325,854,343,1026,796
1123,610,939,609,1146,325,853,343,1025,796
1123,609,939,609,1146,324,853,343,1025,796
1123,608,939,608,1144,324,851,342,1025,794
1122,608,939,608,1143,323,852,344,1025,794
1122,608,939,607,1143,323,851,342,1025,794
1123,608,939,608,1145,323,852,343,1025,794
1124,609,940,609,1146,324,854,344,1026,795
1124,612,941,609,1147,324,855,344,1027,795
1124,612,941,609,1147,324,856,343,1027,795
1124,612,942,608,1147,324,856,342,1028,795
1181,509,990,520,1155,286,851,321,1115,682
1172,516,980,515,1148,291,843,318,1103,685
1171,512,979,512,1146,293,842,317,1103,681
1157,534,969,538,1141,291,840,323,1080,710
1152,536,962,537,1139,288,835,321,1073,712
1147,555,959,549,1142,289,839,330,1066,734
1144,559,958,556,1138,286,836,330,1063,739
1145,560,961,559,1141,287,840,333,1065,740
1147,554,963,557,1145,288,848,335,1068,737
1145,579,956,550,1193,348,861,341,1036,728
1138,568,946,530,1196,351,857,323,1025,709
1134,563,943,528,1188,345,845,324,1029,711
1139,569,947,542,1184,343,842,337,1034,726
1138,570,947,551,1184,343,841,344,1037,733
1139,569,948,550,1182,342,840,346,1040,728
1141,568,950,542,1185,344,842,342,1040,719
1145,548,951,523,1182,342,841,327,1047,694
1150,528,955,508,1177,328,835,317,1058,680
1156,527,961,510,1175,322,836,318,1069,682
1155,532,962,521,1174,322,834,328,1071,695
1154,552,963,545,1178,324,838,346,1069,719
1153,550,963,545,1175,323,837,349,1070,717
1175,501,986,510,1165,302,833,336,1113,664
1173,509,983,513,1167,304,833,336,1107,672
1172,512,982,516,1167,306,834,337,1106,675
1172,512,983,520,1166,306,833,339,1105,678
1172,514,984,519,1166,306,833,340,1106,680
1173,513,986,521,1166,307,836,339,1108,684
1172,527,986,532,1170,312,841,345,1108,697
1173,531,987,538,1172,317,844,349,1107,702
1172,534,985,540,1171,317,843,350,1104,706
1176,484,980,485,1162,285,852,314,1103,630
1173,493,970,485,1169,294,849,312,1088,630
1169,480,964,468,1176,299,849,302,1079,611
1168,460,962,453,1170,291,840,298,1087,592
1165,453,961,452,1162,284,832,300,1087,590
1164,457,958,458,1162,284,832,303,1085,590
1156,444,949,448,1166,282,828,299,1077,575
1155,419,946,423,1167,278,826,285,1078,549
1160,393,955,403,1170,273,822,279,1091,507
1165,382,960,399,1167,265,819,280,1102,501
1165,385,960,401,1165,264,819,280,1105,506
1167,407,957,413,1168,264,823,281,1094,531
1158,419,950,424,1172,266,822,282,1079,548
1158,424,948,424,1179,271,824,280,1073,552
1162,427,952,426,1183,274,829,279,1076,555
1164,433,956,432,1179,274,828,286,1079,565
1160,447,951,447,1178,279,826,291,1075,589
1150,474,944,468,1180,289,822,299,1058,628
1150,510,947,501,1186,308,832,307,1064,681
1155,546,955,536,1195,329,851,327,1067,713
1154,569,957,556,1200,344,857,345,1062,731
1156,568,953,549,1199,355,855,346,1060,723
1157,556,952,542,1195,349,844,346,1065,713
1156,551,950,540,1191,344,834,347,1064,710
1156,555,947,544,1194,350,833,349,1059,710
1152,537,939,526,1196,353,829,345,1052,686
1151,521,935,511,1200,345,823,336,1049,665
1152,507,938,503,1197,337,817,334,1055,657
1154,505,939,506,1195,335,811,337,1060,657
1153,506,940,509,1194,335,810,338,1062,662
1145,511,929,508,1197,337,809,336,1046,659
1130,511,914,500,1197,339,805,329,1021,654
1126,503,909,492,1199,343,805,322,1017,645
1124,496,907,486,1194,339,802,321,1013,636
1123,489,904,481,1187,333,796,320,1011,628
1119,488,900,478,1191,336,799,319,1006,622
1104,472,884,459,1185,334,794,307,988,603
1092,446,874,432,1187,326,790,295,977,561
1095,426,877,416,1184,312,788,286,979,534
1097,423,878,418,1180,308,783,285,983,541
1098,428,879,425,1178,307,780,287,994,559
1096,452,878,445,1181,311,781,292,982,594
1084,468,867,458,1179,320,779,297,965,610
1079,473,860,462,1176,322,772,300,958,614
1082,470,862,460,1177,321,774,300,961,610
1084,464,865,457,1177,320,774,303,966,605
1086,464,866,458,1175,317,770,305,971,605
1093,470,873,464,1177,319,774,307,975,613
1097,473,876,469,1179,323,773,311,982,618
1100,466,879,468,1177,319,771,314,990,610
1107,451,884,454,1180,314,774,310,998,590
1111,434,890,443,1179,307,776,306,1012,568
1113,436,893,443,1179,302,776,307,1014,569
1113,440,891,446,1182,305,781,301,1011,578
1099,435,878,438,1182,307,782,299,995,561
1095,416,870,417,1177,300,772,289,986,524
1097,390,873,394,1178,291,774,280,989,484
1100,380,878,382,1179,286,778,274,993,469
1097,378,874,384,1176,283,775,274,991,470
1096,386,874,390,1176,283,774,274,990,486
1094,399,872,403,1177,285,774,275,985,517
1090,414,870,415,1176,290,774,279,978,547
1089,421,869,419,1177,292,774,279,978,554
1089,426,867,425,1177,294,774,279,975,561
1089,428,867,428,1177,294,772,280,975,565
1089,435,869,432,1180,297,776,282,973,576
1088,442,867,438,1180,302,778,284,970,586
1087,451,865,446,1178,305,776,289,968,599
1083,475,863,467,1176,310,774,296,961,637
1070,512,851,501,1178,323,768,310,946,684
1047,559,836,540,1176,351,764,328,920,730
1029,599,822,570,1175,374,761,349,897,761
1013,603,809,568,1167,381,758,351,873,756
1000,592,794,562,1154,379,746,349,860,750
982,594,777,563,1143,379,732,349,841,753
962,606,762,565,1139,390,725,350,814,751
943,612,745,560,1136,405,725,348,789,751
933,612,735,556,1134,415,724,347,769,751
925,608,726,551,1127,415,720,344,761,741
920,603,723,549,1120,411,711,346,760,737
916,593,717,545,1117,412,707,339,753,730
917,586,718,534,1117,414,706,333,753,719
913,572,714,516,1116,413,711,323,744,696
906,553,710,495,1112,400,711,311,731,672
899,538,707,480,1104,379,709,301,725,657
896,538,704,482,1109,390,707,300,724,656
888,539,700,481,1101,384,700,300,717,660
1047,562,879,602,1060,285,724,328,993,756
1248,524,1074,544,1206,295,961,352,1187,700
1248,525,1074,546,1207,297,961,352,1188,702
